"Memory_Bandwidth","Memory_Speed","L2_Cache","Memory_Bus","Shader","Dedicated","Manufacturer"
133.9,837,640,320,"5","Yes","Nvidia"
102.7,802,512,256,"5","Yes","Nvidia"
136,850,640,320,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
102.7,802,512,256,"5","Yes","Nvidia"
230.4,900,1024,256,"5","Yes","Nvidia"
128.6,1005,512,256,"5","Yes","Nvidia"
108.8,850,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
124.8,975,512,256,"5","Yes","Nvidia"
118.4,925,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
128,1000,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
17.1,533,256,128,"5","Yes","Nvidia"
86.4,900,384,192,"5","Yes","Nvidia"
22.4,700,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
22.4,700,256,128,"5","Yes","Nvidia"
22.4,700,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
86.6,902,384,192,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
64,1000,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
62.7,980,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
59.1,924,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
65.7,1026,256,128,"5","Yes","Nvidia"
60.8,950,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
60.8,950,256,128,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
57.7,902,256,128,"5","Yes","Nvidia"
64,1000,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
43.2,900,384,192,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
115.2,900,512,256,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
51.2,800,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
17.1,533,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
29.6,925,256,128,"5","Yes","Nvidia"
32,1000,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
16,500,256,128,"5","Yes","Nvidia"
12.6,790,0,64,"4.1","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
25.6,800,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
331.8,864,1536,384,"5","Yes","Nvidia"
384.8,1002,768,384,"5","Yes","Nvidia"
655.9,854,3072,384,"5","Yes","Nvidia"
327.9,854,1536,384,"5","Yes","Nvidia"
331.8,864,1536,384,"5","Yes","Nvidia"
196.8,1025,768,384,"5","Yes","Nvidia"
196.6,1024,768,384,"5","Yes","Nvidia"
384.8,1002,1536,384,"5","Yes","Nvidia"
193,1005,768,384,"5","Yes","Nvidia"
201.6,1050,768,384,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
193,1005,768,384,"5","Yes","Nvidia"
193,1005,768,384,"5","Yes","Nvidia"
194.5,1013,768,384,"5","Yes","Nvidia"
201.4,1049,768,384,"5","Yes","Nvidia"
194.5,1013,768,384,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
202.2,1053,768,384,"5","Yes","Nvidia"
194.5,1013,768,384,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
202.2,1053,768,384,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
156,975,640,320,"5","Yes","Nvidia"
192.4,1002,768,384,"5","Yes","Nvidia"
160,1000,640,320,"5","Yes","Nvidia"
304,950,1280,320,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
160,1000,640,320,"5","Yes","Nvidia"
160,1000,640,320,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
156,975,640,320,"5","Yes","Nvidia"
156,975,640,320,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
156,975,640,320,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
140.8,1100,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
152,950,640,320,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
140.8,1100,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
134.8,1053,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
256.5,1002,1024,256,"5","Yes","Nvidia"
131.2,1025,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
131.2,1025,512,256,"5","Yes","Nvidia"
134.8,1053,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
128,1000,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
134.8,1053,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
146.6,1145,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
128,1000,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
134.8,1053,512,256,"5","Yes","Nvidia"
140.8,1100,512,256,"5","Yes","Nvidia"
143.6,1122,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
121.6,950,640,256,"5","Yes","Nvidia"
91.9,957,384,192,"5","Yes","Nvidia"
124.8,975,640,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
130.6,1020,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
256.3,1001,1024,256,"5","Yes","Nvidia"
131.3,1026,512,256,"5","Yes","Nvidia"
129.3,1010,512,256,"5","Yes","Nvidia"
137.9,1077,512,256,"5","Yes","Nvidia"
131.3,1026,512,256,"5","Yes","Nvidia"
133.1,1040,512,256,"5","Yes","Nvidia"
131.3,1026,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
134.4,1050,512,256,"5","Yes","Nvidia"
128.3,802,768,320,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
128.3,1002,512,256,"5","Yes","Nvidia"
129.3,1010,512,256,"5","Yes","Nvidia"
91.9,957,384,192,"5","Yes","Nvidia"
128.1,1001,512,256,"5","Yes","Nvidia"
105.6,1100,384,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
196.8,1025,768,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
103.2,1075,384,192,"5","Yes","Nvidia"
98.5,1026,384,192,"5","Yes","Nvidia"
105.6,1100,384,192,"5","Yes","Nvidia"
100.8,1050,384,192,"5","Yes","Nvidia"
104.5,1089,384,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
108.3,1128,384,192,"5","Yes","Nvidia"
98.5,1026,384,192,"5","Yes","Nvidia"
105.6,1100,384,192,"5","Yes","Nvidia"
96.2,1002,384,192,"5","Yes","Nvidia"
103.2,1075,384,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
196.8,1025,768,192,"5","Yes","Nvidia"
98.5,1026,384,192,"5","Yes","Nvidia"
98.4,1025,384,192,"5","Yes","Nvidia"
38.4,800,384,192,"5","Yes","Nvidia"
38.4,800,384,192,"5","Yes","Nvidia"
8.5,533,128,64,"5","Yes","Nvidia"
63.9,999,256,128,"5","Yes","Nvidia"
8,500,128,64,"5","Yes","Nvidia"
14.4,898,256,64,"5","Yes","Nvidia"
10.7,667,128,64,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
10.7,667,256,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
9.6,600,128,64,"5","Yes","Nvidia"
230.4,1800,2048,256,"5","Yes","Nvidia"
9.6,600,128,64,"5","Yes","Nvidia"
460.8,1800,4096,256,"5","Yes","Nvidia"
8.6,535,128,64,"5","Yes","Nvidia"
230.4,1800,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
14.4,898,128,64,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
692.4,1803,6144,384,"5","Yes","Nvidia"
346.2,1803,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
340.6,1774,3072,384,"5","Yes","Nvidia"
340.6,1774,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
681.6,1775,6144,384,"5","Yes","Nvidia"
340.6,1774,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
345.6,1800,3072,384,"5","Yes","Nvidia"
345.6,1800,3072,384,"5","Yes","Nvidia"
345.6,1800,3072,384,"5","Yes","Nvidia"
340.8,1775,3072,384,"5","Yes","Nvidia"
349.4,1820,3072,384,"5","Yes","Nvidia"
345.6,1800,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
673.2,1753,6144,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
673.2,1753,6144,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
673.2,1753,6144,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
673.2,1753,6144,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
340.6,1774,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
345.6,1800,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
691.2,1800,6144,384,"5","Yes","Nvidia"
673.2,1753,6144,384,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
336.6,1753,3072,384,"5","Yes","Nvidia"
230.4,1800,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
673.2,1753,6144,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
230.4,1800,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
227.2,1775,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
673.2,1753,6144,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
460.8,1800,4096,256,"5","Yes","Nvidia"
225.4,1761,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
230.4,1800,1792,256,"5","Yes","Nvidia"
230.4,1800,1792,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
460.8,1800,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
230.4,1800,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
227.2,1775,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
448.8,1753,4096,256,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
224.4,1753,1792,256,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
224.4,1753,2048,256,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
224.4,1753,0,256,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
224.4,1753,2048,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
576.8,1502,3072,384,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
298,1552,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
345.6,1800,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
672,1750,3072,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
345.6,1800,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
297.6,1550,1536,384,"5","Yes","Nvidia"
336,1750,1536,384,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
576.8,1502,3072,384,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
297.6,1550,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
298.2,1553,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
576.8,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
224.4,1753,2048,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
576.8,1502,3072,384,"5","Yes","Nvidia"
224.4,1753,2048,128,"5","Yes","Nvidia"
115.2,1800,1024,128,"5","Yes","Nvidia"
112.3,1755,1024,128,"5","Yes","Nvidia"
105.7,1652,1024,128,"5","Yes","Nvidia"
108.9,1701,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
106.4,1663,1024,128,"5","Yes","Nvidia"
576.8,1502,3072,768,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
230.4,1800,512,256,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
448.5,1752,512,256,"5","Yes","Nvidia"
218,1703,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
448.5,1752,1024,256,"5","Yes","Nvidia"
112.2,1753,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
448.5,1752,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
230.4,1800,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
230.4,1800,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
218,1703,512,256,"5","Yes","Nvidia"
436,1703,1024,256,"5","Yes","Nvidia"
218,1703,512,256,"5","Yes","Nvidia"
218,1703,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
217.9,1702,512,256,"5","Yes","Nvidia"
218,1703,512,256,"5","Yes","Nvidia"
448.8,1753,512,256,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
288.4,1502,1536,384,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
108.8,1700,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
108.8,1700,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
112,1750,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
107.7,1683,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
211.6,1653,2048,128,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
448.8,1753,1024,256,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
224.3,1752,512,256,"5","Yes","Nvidia"
105.8,1653,1024,128,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
198.7,1552,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
198.7,1552,512,256,"5","Yes","Nvidia"
198.4,1550,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
224.4,1753,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
198.4,1550,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
